Url,Address,ReferenceNumber,Validateddate,Status,Proposal
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/32/20/DOC&from=planningSearch,Old Wheatsheaf House 31 Maltravers Street Arundel  BN18 9BU,AB/32/20/DOC,14-04-20,DOC Approved     ,"Approval of details reserved by condition imposed under reference AB/136/19/L relating to Condition Nos 3 - materials & finishes for external opening & proposed gate, 4 - materials & finishes for joinery (including windows & glazing system), 5 - materials & finishes for external staircase, 6 - materials & finishes for internal staircase, 7 - materials, finishes & proposed method for sandblasting and 8 - materials, finishes & treatments for external railing."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/100/20/HH&from=planningSearch,Southgate Lincoln Avenue Aldwick  PO21 3EJ,AW/100/20/HH,20-04-20,ApproveConditionally     ,"Loft conversion with hip to gable extension & dormer, single storey rear & side extension & render & cladding to extension."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/96/20/HH&from=planningSearch,32 Gossamer Lane Aldwick   PO21 3BY,AW/96/20/HH,14-04-20,ApproveConditionally     ,Rear and side single storey extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/98/20/PL&from=planningSearch,"1 Avisford Terrace, Dillons Newsagents Rose Green Road Aldwick  PO21 3HB",AW/98/20/PL,15-04-20,ApproveConditionally     ,"Construction of a single storey office extension to the rear of the property, including the removal of the existing store room. Works will also include the replacement of the existing shop front and dwarf walls with fully glazed aluminium windows and doors. Retail area to be used as showroom."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/99/20/T&from=planningSearch,225A Aldwick Road Aldwick   PO21 3QG,AW/99/20/T,16-04-20,ApproveConditionally     ,Crown lift to 3m and reduce height to 6-7m and spread to 3-4m 2 No. yew trees.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/92/20/HH&from=planningSearch,29 Parkside Avenue Littlehampton   BN17 6BG,LU/92/20/HH,16-04-20,ApproveConditionally     ,Second floor loft conversion with hip to gable side extension and rear dormer extending over rear flat roof section of first floor roof.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/93/20/HH&from=planningSearch,45 Tideway Littlehampton   BN17 6PP,LU/93/20/HH,24-04-20,ApproveConditionally     ,Front mono pitch extension enlarging entrance hallway and creating a utility area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/40/20/PD&from=planningSearch,Offices to rear of 15 Royal Parade Central Avenue Bognor Regis PO21 5AJ,BE/40/20/PD,14-04-20,No Objection     ,"Prior notification under Schedule 2, Part 3, Class O for the change of use from offices (B1(a)) to 1 dwelling (C3)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/43/20/HH&from=planningSearch,34 Glenbarrie Way Ferring   BN12 6PY,FG/43/20/HH,16-04-20,ApproveConditionally     ,Proposed side garage extension and garage conversion to create a self contained annex.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/31/20/PD&from=planningSearch,Hales Barn Farm Arundel Road Aldingbourne  PO18 0JX,AL/31/20/PD,09-04-20,No Object'n + Conds     ,"Notification for Prior Approval under Part 3, Class PA for change of use building (Class B1(c)) to 1 No dwelling (Class C3)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/92/20/HH&from=planningSearch,47 West Drive Aldwick   PO21 4LZ,AW/92/20/HH,20-04-20,ApproveConditionally     ,Part two storey part single storey side and porch to front.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/93/20/TC&from=planningSearch,34 Kingsway Aldwick Bognor Regis  PO21 4DH,AW/93/20/TC,08-04-20,No Objection     ,"Fell 1 No Cherry tree within the Craigwell House, Aldwick Conservation area"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/97/20/T&from=planningSearch,19 Gossamer Lane Aldwick   PO21 3AT,AW/97/20/T,23-04-20,ApproveConditionally     ,Reduce crown of 1 No. Beech tree to height 10m and spread 9m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/42/20/T&from=planningSearch,11 Saxby Close Barnham   PO22 0GN,BN/42/20/T,30-04-20,Approve     ,Reduce crown of 1 No. Ash tree to height 13m and spread 6m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=CM/7/20/PD&from=planningSearch,Ryebank Lodge Gravetts Lane Climping  BN17 5RF,CM/7/20/PD,14-04-20,No Object'n + Conds     ,"Prior notification under Schedule 2, Part 3, Class Q for the change of use of agricultural building to dwelling (C3)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/41/20/PL&from=planningSearch,Ferringham House 58 Ferringham Lane Ferring  BN12 5LU,FG/41/20/PL,09-04-20,ApproveConditionally     ,1 No new dwelling & detached hydrotherapy pool house along with associated external works & creation of 1 No additional vehicular entrance.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/42/20/HH&from=planningSearch,41 Sea Lane Gardens Ferring   BN12 5EQ,FG/42/20/HH,16-04-20,ApproveConditionally     ,Demolition of existing garage and erection of single storey side and rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/44/20/T&from=planningSearch,18a Ocean Drive Ferring   BN12 5GJ,FG/44/20/T,14-07-20,Refused     ,Reduce 4 No. Pine trees on East aspect by approx. 3m to growth points.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/91/20/DOC&from=planningSearch,Land South of Toddington Lane Littlehampton   BN17 7PP,LU/91/20/DOC,08-04-20,DOC Approved     ,Approval of details reserved by condition imposed under ref LU/305/19/RES relating to Condition No 2 - architectural detail
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/40/20/DOC&from=planningSearch,Land North of Sefter Road & 80 Rose Green Road Pagham Bognor Regis  ,P/40/20/DOC,08-04-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref P/134/16/OUT relating to Condition Nos 9 - arboricultural method statement, 15 - ecology, 20 - employment & skills plan, 28 - energy conservation, 30 - archaeological, 32 - noise and, 33 - electric vehicle charging."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/70/20/T&from=planningSearch,1 The Oaks Rustington   BN16 2UP,R/70/20/T,11-05-20,Refused     ,Reduce height of 4 No. Sycamore trees to approx. 13.5m
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/31/20/HH&from=planningSearch,43 Fitzalan Road Arundel   BN18 9JP,AB/31/20/HH,07-04-20,ApproveConditionally     ,Construction of single storey rear extension and associated works.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/39/20/PL&from=planningSearch,Land adjacent to  Tars Farm House Church Lane Barnham  PO22 0DB,BN/39/20/PL,23-04-20,ApproveConditionally     ,Erection of 4 No dwellings & associated works. This application is a Departure from the Development Plan.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=CM/6/20/PL&from=planningSearch,North Barn Climping Street Climping  BN17 5RG,CM/6/20/PL,15-04-20,ApproveConditionally     ,Change of use of agricultural barn to 1 No dwelling. This application may affect the setting of a listed building.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/43/20/T&from=planningSearch,"Preston Hall, Timberley The Street East Preston  BN16 1HU",EP/43/20/T,09-04-20,ApproveConditionally     ,Fell 1 No. Lime tree
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/90/20/DOC&from=planningSearch,Land South of Toddington Lane Littlehampton   BN17 7PP,LU/90/20/DOC,09-04-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref LU/47/11 relating to Condition Nos 10 - surface water drainage, 13 - foul drainage, 15 - tree protection, 19 - ecology, 20 - ecological management plan, 21 - ecological management plan, 22 - Construction Method Statement, 23 - construction compound, 25 - vehicle & highway cleaning, 31 - decentralised & renewable energy, 37 - noise mitigation, 38 - noise levels and 40 archaeology."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/37/20/T&from=planningSearch,Shoulders Main Road Yapton  BN18 0EU,Y/37/20/T,09-04-20,ApproveConditionally     ,"T4 Red oak
- Reduce radial crown spread on south aspect only by approximately 2metres to leave a finished, minimum branch length of 4metres."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/89/20/T&from=planningSearch,15 Acorn End Aldwick   PO21 4JA,AW/89/20/T,05-04-20,Refused     ,Fell 1 No. Sycamore tree.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/88/20/HH&from=planningSearch,74 Hook Lane Bognor Regis   PO22 8AR,BR/88/20/HH,30-04-20,ApproveConditionally     ,Two bedroom detached garden annex.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/30/20/L&from=planningSearch,39 High Street Arundel   BN18 9AG,AB/30/20/L,08-04-20,ApproveConditionally     ,"Listed building consent to re-paint the window frames & door frames on the outside of the building, along with the hanging sign."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/38/20/NMA&from=planningSearch,St Anns Cottage Lake Lane Barnham  PO22 0AJ,BN/38/20/NMA,06-04-20,Approve     ,Non material amendment following the grant of BN/60/18/HH to change existing & proposed roof tiles to plain tiles in brown.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/54/20/HH&from=planningSearch,Ariston Water Lane Angmering  BN16 4EJ,A/54/20/HH,16-04-20,ApproveConditionally     ,"Proposed conversion and extension to existing garage into ancillary accommodation, new driveway to front of property. This application affects the character & appearance of the Angmering Conservation Area."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/30/20/DOC&from=planningSearch,"Land at Nyton Road and Northfields Lane, Land off of Fontwell Avenue   PO20 3UW",AL/30/20/DOC,02-04-20,DOC Approved     ,"Approval of details reserved by condition imposed under ref APP/C3810/A/14/2217385 (AL/61/13) relating to Condition No 11 - roads, footways and parking areas"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/38/20/HH&from=planningSearch,Bersted Manor 350 Chichester Road Bersted  PO21 5BX,BE/38/20/HH,09-04-20,ApproveConditionally     ,Demolition of existing open porch and construction of new extension to provide an enclosed porch and accessible WC.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/84/20/HH&from=planningSearch,188 Aldwick Road Bognor Regis   PO21 2YQ,BR/84/20/HH,14-04-20,ApproveConditionally     ,"Two storey front extension, part two storey part single storey side extension, single storey rear extension and conversion of roofspace to habitable use."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/58/20/CLP&from=planningSearch,82 Flansham Lane Felpham   PO22 6AH,FP/58/20/CLP,20-04-20,PP Not Required     ,Lawful development certificate for minor internal alterations to the ground floor retail unit and change of use from A1 (shop) to A2 (financial and professional services)
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/55/20/CLP&from=planningSearch,Ariston Water Lane Angmering  BN16 4EJ,A/55/20/CLP,16-04-20,PP Not Required     ,Lawful development certificate for a single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/29/20/L&from=planningSearch,Bay Tree House 16 Tarrant Street Arundel  BN18 9DJ,AB/29/20/L,14-04-20,ApproveConditionally     ,"Listed building consent for variation to the current consent (AB/69/19/L) including a reduced cornice profile to front dormers, installation of internal emergency fire curtain to kitchen screen, formation of internal landing window, installation of new external grade timber French doors,  sidelights to west elevation & part glazing of new internal doors to rear hall."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/87/20/PL&from=planningSearch,56 High Street Bognor Regis   PO21 1SP,BR/87/20/PL,05-05-20,ApproveConditionally     ,Installation of security shutters to front elevation.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/90/20/DOC&from=planningSearch,37A London Road Bognor Regis   PO21 1PQ,BR/90/20/DOC,01-04-20,DOC Approved     ,Approval of details reserved by condition imposed under ref BR/109/18/PL relating to Condition No 3 - covered and secure cycle parking
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/42/20/CLP&from=planningSearch,2 The Croft East Preston   BN16 1LF,EP/42/20/CLP,01-04-20,PP Not Required     ,Lawful development certificate for a single storey side extension and hip to gable roof extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/81/20/RAI&from=planningSearch,Ivy Lane Footbridge Ivy Lane   PO22 8AE,BR/81/20/RAI,31-03-20,No Objection     ,"Prior Approval under Part 18, Schedule 2 of the General Permitted Development Order 2015 for the replacement of the Ivy Lane pedestrian bridge over the railway."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/82/20/HH&from=planningSearch,25 Westingway Bognor Regis   PO21 2XX,BR/82/20/HH,03-04-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/86/20/PL&from=planningSearch,Aldwick House Care Home 41-45 Nyewood Lane Bognor Regis  PO21 2SJ,BR/86/20/PL,31-03-20,Refused     ,"Part change of use from a 32-bed nursing home  (C2 Residential Institutions) to a 38-bedsit House in Multiple Occupation (sui generis) comprising 24 No single person & 14 No two-person bedsits along with separate shower rooms & wcs, demolition of rear conservatory & store & erection of single storey rear extension & with minor external alterations to side elevations & insertion of 4 No roof lights on rear elevation & insertion of dormer window serving Room 38 (as detailed in amended plans dated 30 April 2020)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/55/20/HH&from=planningSearch,17 First Avenue Felpham   PO22 7LG,FP/55/20/HH,03-04-20,ApproveConditionally     ,Side extension and replacement garage roof including the conversion of garage to habitable use.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/26/20/HH&from=planningSearch,2 North Avenue East Ancton Middleton-On-Sea  PO22 6HQ,M/26/20/HH,15-04-20,ApproveConditionally     ,Erection of a single storey rear kitchen extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/38/20/DOC&from=planningSearch,Land To North of Summer Lane Pagham  PO21 4NG,P/38/20/DOC,31-03-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref P/70/19/RES relating to Condition Nos 4 - paved & gated access, 6 - charging of electric vehicles and 9 - new signage to encourage responsible dog ownership."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/36/20/DOC&from=planningSearch,Rookery Cottage Hoe Lane Flansham  PO22 8NT,Y/36/20/DOC,31-03-20,DOC Refused     ,Approval of details reserved by condition imposed under ref Y/72/19/HH relating to Condition No 3 - surface water drainage
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/36/20/HH&from=planningSearch,6 Wren Crescent Bersted   PO22 9BZ,BE/36/20/HH,27-05-20,ApproveConditionally     ,"Provision of  level platform, threshold and ramp."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=F/9/20/DOC&from=planningSearch,Wicks Farm Ford Lane Ford  BN18 0DF,F/9/20/DOC,30-03-20,Refused     ,Approval of details reserved by condition imposed under ref F/30/18/PL relating to Condition No 3 - surface water drainage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/52/20/HH&from=planningSearch,5 Ivanhoe Place Felpham   PO22 7QN,FP/52/20/HH,31-03-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/62/20/HH&from=planningSearch,Smugglers 4 Botany Close Rustington  BN16 2BH,R/62/20/HH,01-04-20,ApproveConditionally     ,Erection of detached garage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/29/20/PL&from=planningSearch,Tyrone House Norton Lane Norton Aldingbourne PO20 3NH,AL/29/20/PL,07-04-20,Withdrawn     ,"Demolition of existing house & outbuildings & erection of 1 No. new, detached, two storey, 5 bedroom dwelling & detached garage. N.B. Previously approved scheme for various extensions to the existing property (ref. AL/105/19/HH)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/35/20/HH&from=planningSearch,392 Chichester Road Bersted   PO21 5DR,BE/35/20/HH,02-04-20,ApproveConditionally     ,"Single storey rear extension, first floor side extension."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/51/20/HH&from=planningSearch,4 Flansham Park Felpham   PO22 6QD,FP/51/20/HH,31-03-20,ApproveConditionally     ,Dropped kerb and crossing.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/48/20/HH&from=planningSearch,3 William Olders Road Angmering   BN16 4FD,A/48/20/HH,09-04-20,Refused     ,Two storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/86/20/HH&from=planningSearch,3 Balmoral Close Aldwick   PO21 4PP,AW/86/20/HH,31-03-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/85/20/PL&from=planningSearch,Bognor Regis Football Club Nyewood Lane Bognor Regis  PO21 2TY,BR/85/20/PL,22-04-20,ApproveConditionally     ,Replacement of the Football Club's grandstand.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/61/20/HH&from=planningSearch,40 Cudlow Avenue Rustington   BN16 2HF,R/61/20/HH,31-03-20,ApproveConditionally     ,Single storey rear extension. This application may affect the setting of a Listed Building.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/28/20/DOC&from=planningSearch,30&32A High Street Arundel   ,AB/28/20/DOC,06-04-20,DOC Approved     ,Approval of details reserved by condition imposed under ref AB/94/19/HH relating to Condition No 3 - materials and finishes
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/78/20/TC&from=planningSearch,University of Chichester Upper Bognor Road Bognor Regis  PO21 1HR,BR/78/20/TC,26-03-20,No Objection     ,Various works to various trees within the Upper Bognor Road and Mead Lane Conservation area
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/80/20/HH&from=planningSearch,Brookland Villa Shripney Road Bognor Regis  PO22 9LN,BR/80/20/HH,02-04-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/25/20/HH&from=planningSearch,120 Middleton Road Middleton-On-Sea   PO22 6DB,M/25/20/HH,31-03-20,ApproveConditionally     ,Single story rear extension and detached garage to the front.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/25/20/HH&from=planningSearch,50 Torton Hill Road Arundel   BN18 9HH,AB/25/20/HH,01-04-20,ApproveConditionally     ,"Ground floor side extension, porch to front, first floor rear extension, first floor front/side extension with alterations to fenestration and new Garden Room."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/49/20/T&from=planningSearch,12 Grafton Avenue Felpham Bognor Regis  PO22 6AR,FP/49/20/T,31-03-20,ApproveConditionally     ,Reduce 2 No. Yew trees to height 8m and spread 6m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/88/20/PL&from=planningSearch,Lifeboat Station Surrey Street Littlehampton  BN17 5BL,LU/88/20/PL,06-04-20,ApproveConditionally     ,Installation of breathable membrane & battens to the render & overclad the whole of the southwest facade with grey composite cladding planks.  This application may affect the setting of a listed building & may affect the character & appearance of the Littlehampton River Road Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/87/20/HH&from=planningSearch,2 Priory Close Aldwick West Sussex  PO21 4HH,AW/87/20/HH,24-03-20,ApproveConditionally     ,Single storey front & rear extensions & detached outbuilding.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/88/20/T&from=planningSearch,20 The Oaks Aldwick   PO21 3AE,AW/88/20/T,24-03-20,ApproveConditionally     ,Reduce 1no. oak tree Northeast and Southeast laterals to 7m
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/77/20/HH&from=planningSearch,Wenrisa Bersted Street Bognor Regis  PO22 9QB,BR/77/20/HH,25-03-20,ApproveConditionally     ,Retention of single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/37/20/HH&from=planningSearch,56 Angmering Lane East Preston Littlehampton  BN16 2TA,EP/37/20/HH,01-04-20,Refused     ,"Single storey side/rear extension, part two storey rear extension rear extension, raising of roof height to create a second floor and front double garage."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/38/20/HH&from=planningSearch,23 The Plantation East Preston   BN16 1LD,EP/38/20/HH,30-03-20,ApproveConditionally     ,"Single storey rear extension and conversion of roofspace to habitable use to include front, side and rear rooflights."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=F/10/20/DOC&from=planningSearch,South Yard B Wicks Farm Ford Lane Ford BN18 0DF,F/10/20/DOC,24-03-20,DOC Refused     ,Approval of details reserved by condition imposed under ref F/5/19/PL relating to Condition No 5 - surface water drainage
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/38/20/HH&from=planningSearch,Rosedene Letchworth Close Ferring  BN12 5RE,FG/38/20/HH,30-03-20,ApproveConditionally     ,Single storey side/rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/81/20/L&from=planningSearch,Flat 5 16 South Terrace Littlehampton  BN17 5NZ,LU/81/20/L,01-06-20,ApproveConditionally     ,Listed building consent to replace windows
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/67/20/DOC&from=planningSearch,2 and 3 Hurst Road East Preston  BN16 3AP,R/67/20/DOC,24-03-20,DOC Approved     ,Approval of details reserved by condition imposed under ref R/190/18/PL relating to Condition No 5 - landscaping scheme
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/26/20/PL&from=planningSearch,Land Adjacent to 1 Orchard Way Fontwell Walberton BN18 0SH,WA/26/20/PL,25-03-20,ApproveConditionally     ,"Variation of conditions 2 , 7 and 13 following the grant of WA/18/19/PL relating to landscaping to allow for removal and replanting of boundary hedging."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/27/20/CLP&from=planningSearch,14 Long Mead Walberton   BN18 0QG,WA/27/20/CLP,24-03-20,PP Not Required     ,Lawful development for a single storey side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/37/20/DOC&from=planningSearch,Land Rear of Lillies Yapton Road Barnham  PO22 0AY,BN/37/20/DOC,23-03-20,DOC Approved     ,Approval of details reserved by condition imposed under ref APP/C3810/W/18/321398 (BN/6/18/RES) relating to Condition No 4 - pedestrian/cycle link
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/36/20/HH&from=planningSearch,2 South View East Preston   BN16 1PX,EP/36/20/HH,30-03-20,ApproveConditionally     ,New front porch.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/40/20/PL&from=planningSearch,St Andrew's Church Church Lane Ferring  BN12 5HN,FG/40/20/PL,23-03-20,ApproveConditionally     ,Replacement of existing leaded glazing in north aisle east window with stained glass. This application affects the setting of a listed building & the character & appearance of the Ferring Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/66/20/PL&from=planningSearch,Land adjacent to 19 The Bramblings Rustington   BN16 2DA,R/66/20/PL,24-03-20,Refused     ,Residential development consisting of 1 no new dwelling.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/27/20/PL&from=planningSearch,6 The Old Slipway River Road Arundel  BN18 9EY,AB/27/20/PL,03-04-20,ApproveConditionally     ,New balcony. This application may affect the setting of the Arundel Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/26/20/PL&from=planningSearch,5 The Old Slipway River Road Arundel  BN18 9EY,AB/26/20/PL,03-04-20,ApproveConditionally     ,New balcony. This application affects the character and appearance of the Arundel Conservation area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/44/20/HH&from=planningSearch,1 Brougham Grove Angmering   BN16 4PP,A/44/20/HH,01-04-20,ApproveConditionally     ,Single storey side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/53/20/DOC&from=planningSearch,The Laurels Dappers Lane Angmering  BN16 4EN,A/53/20/DOC,20-03-20,DOC Approved     ,Approval of details reserved by condition imposed under ref A/74/18/OUT relating to Condition Nos 4 - acoustic report and 7 - contamination
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/27/20/PL&from=planningSearch,Springfield Hook Lane Aldingbourne  PO20 3TE,AL/27/20/PL,20-04-20,Refused (Appealed)     ,"Demolition of the existing dwelling & construction of 2 No. 2-bed, 3 No. 3-bed & 4 No. 4 bed houses including access, landscaping & associated works (resubmission following AL/51/19/PL)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/77/20/HH&from=planningSearch,1 Willow way Aldwick   PO21 4NA,AW/77/20/HH,20-03-20,ApproveConditionally     ,Single storey front extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/81/20/HH&from=planningSearch,6 Worcester Close Aldwick   PO21 5QZ,AW/81/20/HH,30-03-20,ApproveConditionally     ,Single storey front extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/37/20/HH&from=planningSearch,44 Ruskin Avenue Bersted Bognor Regis  PO21 5BW,BE/37/20/HH,02-04-20,ApproveConditionally     ,Single storey front & rear extensions.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/83/20/PL&from=planningSearch,25 Sudley Road Bognor Regis   PO21 1EW,BR/83/20/PL,30-04-20,Refused     ,"New 2 storey extension on first floor with loft floor and 8 No (4 No front & 4 No rear) dormer windows, first floor rear extension (mansard floor) with 8 No roof windows, alterations to ground floor shopfront & new access to upper floor for 12 No residential units (10 No. 1 bed & 2 No. 2 bed). This application may affect the setting of a Listed Building."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=K/11/20/CLP&from=planningSearch,65 Golden Avenue East Preston   BN16 1QU,K/11/20/CLP,03-04-20,PP Not Required     ,Lawful development certificate for a proposed garden room outbuilding.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/80/20/HH&from=planningSearch,1 Malin Road Littlehampton   BN17 6NN,LU/80/20/HH,30-03-20,ApproveConditionally     ,"Two storey rear extension, porch to front, boundary wall to side, replace vertical tile with weatherboarding."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/35/20/DOC&from=planningSearch,Land at Summer Lane Pagham   PO21 4NG,P/35/20/DOC,20-03-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref P/58/15/OUT relating to Condition Nos 7- foul water drainage, 10 - discharge flows to watercourses and 11 - maintenance and management of SuDs"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/37/20/DOC&from=planningSearch,Land North of Summer Lane Pagham  PO21 4NG,P/37/20/DOC,20-03-20,DOC Part Approved     ,Approval of details reserved by condition imposed under ref P/70/19/RES relating to Condition Nos 3 - drainage strategy and 5 - pumping station design
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/43/20/HH&from=planningSearch,Madingley The Thatchway Angmering  BN16 4HJ,A/43/20/HH,01-04-20,ApproveConditionally     ,"Part two storey, part single storey side extension."
